Name_of_taxa,Family,Plant_group,"Plant_sub-group",Habit,"IUCN_Status",Lifespan
Ranunculus_munroanus_J.R.Drumm._ex_Dunn,Ranunculaceae,Angiosperm,Dicot,Herb,NE,Perennial
Ranunculus_natans_C.A.Mey._(=Ranunculus_hyperboreus_var._natans_(C._A._Mey.)_Regel),Ranunculaceae,Angiosperm,Dicot,Herb,NE,Perennial
Ranunculus_nivalis_L.,Ranunculaceae,Angiosperm,Dicot,Herb,NE,Perennial
Ranunculus_nyalamensis_W.T.Wang,Ranunculaceae,Angiosperm,Dicot,Herb,NE,Perennial
Ranunculus_palmatifidus_Riedl,Ranunculaceae,Angiosperm,Dicot,Herb,NE,Perennial
Ranunculus_pedatifidus_Sm.,Ranunculaceae,Angiosperm,Dicot,Herb,NE,Perennial
Ranunculus_popovii_Ovcz.,Ranunculaceae,Angiosperm,Dicot,Herb,NE,Perennial
Ranunculus_pseudohirculus_Schrenk,Ranunculaceae,Angiosperm,Dicot,Herb,NE,Perennial
Ranunculus_pulchellus_Ledeb._ex_Spreng._var._pulchellus_(=Ranunculus_nephelogenes_Edgew.),Ranunculaceae,Angiosperm,Dicot,Herb,NE,Perennial
Ranunculus_rionii_Lagger,Ranunculaceae,Angiosperm,Dicot,Herb,LC,Annual
Ranunculus_rubrocalyx_Regel_ex_Kom.,Ranunculaceae,Angiosperm,Dicot,Herb,NE,Perennial
Ranunculus_rufosepalus_Franch.,Ranunculaceae,Angiosperm,Dicot,Herb,NE,Perennial
Ranunculus_similis_Hemsl._(=Ranunculus_involucratus_Maxim.),Ranunculaceae,Angiosperm,Dicot,Herb,NE,Perennial
Ranunculus_songaricus_Schrenk,Ranunculaceae,Angiosperm,Dicot,Herb,NE,Perennial
Ranunculus_sphaerospermus_Boiss._&_C.I.Blanche_(=Batrachium_sphaerospermum_(Boiss._&_C.I.Blanche)_Iranshahr),Ranunculaceae,Angiosperm,Dicot,Herb,NE,Annual
Ranunculus_trichophyllus_Chaix_(=Batrachium_trichophyllum_(Chaix)_Bosch),Ranunculaceae,Angiosperm,Dicot,Herb,LC,Perennial
Ranunculus_trivedii_Aswal_&_Mehrotra_(=Ranunculus_lobatus_Jacquem._ex_Cambess.),Ranunculaceae,Angiosperm,Dicot,Herb,NE,Perennial
Raphanus_raphanistrum_L._subsp._sativus_(L.)_Domin_(=Brassica_oleracea_L.),Brassicaceae,Angiosperm,Dicot,Herb,NE,Biennial
Rhamnus_darii_Govaerts_(=Rhamnus_prostrata_Jacq._ex_Parker),Rhamnaceae,Angiosperm,Dicot,Herb,NE,Perennial
Rhamnus_triquetra_(Wall.)_Brandis,Rhamnaceae,Angiosperm,Dicot,Shrub,LC,Perennial
Rhamphospermum_nigrum_(L.)_Al-_Shehbaz_(=Brassica_nigra_(L.)_K.Koch),Brassicaceae,Angiosperm,Dicot,Herb,NE,Annual
Rheum_spiciforme_Royle,Polygonaceae,Angiosperm,Dicot,Herb,NE,Perennial
Rheum_tibeticum_Maxim._ex_Hook.f.,Polygonaceae,Angiosperm,Dicot,Herb,NE,Perennial
Rheum_webbianum_Royel,Polygonaceae,Angiosperm,Dicot,Herb,NE,Perennial
Rhodiola_coccinea_(Royle)_Boriss.,Crassulaceae,Angiosperm,Dicot,Herb,NE,Perennial
Rhodiola_crenulata_(Hook.f._&_Thomson)_H.Ohba,Crassulaceae,Angiosperm,Dicot,Herb,NE,Perennial
Rhodiola_fastigiata_(Hook.f._&_Thomson)_S.H.Fu,Crassulaceae,Angiosperm,Dicot,Herb,NE,Perennial
Rhodiola_pamiroalaica_Boriss.,Crassulaceae,Angiosperm,Dicot,Herb,NE,Perennial
Rhodiola_quadrifida_(Pall.)_Fisch._&_C.A.Mey._(=Sedum_quadrifidum_Pall.),Crassulaceae,Angiosperm,Dicot,Herb,NE,Perennial
Rhodiola_tibetica_(Hook.f._&_Thomson)_S.H.Fu_(=Sedum_tibeticum_Hook.f._&_Thomson),Crassulaceae,Angiosperm,Dicot,Herb,NE,Perennial
Rhodiola_wallichiana_(Hook.)_S.H._Fu_(=Sedum_crassipes_Wall._Ex_H._&_T.),Crassulaceae,Angiosperm,Dicot,Herb,NE,Perennial
Rhododendron_anthopogon_D.Don,Ericaceae,Angiosperm,Dicot,Shrub,NE,Perennial
Rhododendron_anthopogon_D.Don_subsp._hypenanthum_(Balf.f.)_Cullen_(=Rhododendron_hypenanthum_Balf.f.),Ericaceae,Angiosperm,Dicot,Shrub,NE,Perennial
Ribes_alpestre_Wall._ex_Decne.,Grossulariaceae,Angiosperm,Dicot,Shrub,NE,Perennial
Ribes_glaciale_Wall.,Grossulariaceae,Angiosperm,Dicot,Shrub,NE,Perennial
Ribes_himalense_Royle_ex_Decne._(=Ribes_emodense_Rehder),Grossulariaceae,Angiosperm,Dicot,Shrub,NE,Perennial
Ribes_nigrum_L.,Grossulariaceae,Angiosperm,Dicot,Shrub,NE,Perennial
Ribes_orientale_Desf.,Grossulariaceae,Angiosperm,Dicot,Shrub,NE,Perennial
Richteria_djilgense_(Franch.)_K.Bremer_&_Humphries_(=Tanacetum_djilgense_(Franch.)_Podlech),Asteraceae,Angiosperm,Dicot,Herb,NE,Perennial
"Richteria_pyrethroides_Kar._&_Kir._(=Chrysanthemum_pyrethroides_B.Fedtsch.,_Chrysanthemum_richteria_Benth.,_Tanacetum_pyrethroides_(Kar._&_Kir.)_Muradyan)",Asteraceae,Angiosperm,Dicot,Herb,NE,Perennial
Robinia_pseudoacacia_L.,Fabaceae,Angiosperm,Dicot,Tree,NE,Perennial
Rochelia_cardiosepala_Bunge,Boraginaceae,Angiosperm,Dicot,Herb,NE,Annual
Rochelia_disperma_(L.f.)_K.Koch,Boraginaceae,Angiosperm,Dicot,Herb,NE,Annual
Rochelia_laxa_I.M.Johnst.,Boraginaceae,Angiosperm,Dicot,Herb,NE,Annual
Rochelia_leiocarpa_Ledeb.,Boraginaceae,Angiosperm,Dicot,Herb,NE,Annual
Rochelia_peduncularis_Boiss.,Boraginaceae,Angiosperm,Dicot,Herb,NE,Annual
Rochelia_pygmaea_Rech.f._&_Riedl,Boraginaceae,Angiosperm,Dicot,Herb,NE,Annual
Rochelia_rectipes_Stocks_(=Rochelia_macrocalyx_Bunge_ex_Boiss.),Boraginaceae,Angiosperm,Dicot,Herb,NE,Annual
Rochelia_stylaris_Boiss.,Boraginaceae,Angiosperm,Dicot,Herb,NE,Annual
Rorippa_palustris_(L.)_Besser,Brassicaceae,Angiosperm,Dicot,Herb,LC,Annual
Rosa_brunonii_Lindl.,Rosaceae,Angiosperm,Dicot,Shrub,NE,Perennial
Rosa_hemisphaerica_Herrm.,Rosaceae,Angiosperm,Dicot,Shrub,NE,Perennial
Rosa_macrophylla_Lindl.,Rosaceae,Angiosperm,Dicot,Shrub,NE,Perennial
Rosa_multiflora_Thunb.,Rosaceae,Angiosperm,Dicot,Shrub,NE,Perennial
Rosa_oxyodon_Boiss.,Rosaceae,Angiosperm,Dicot,Shrub,NE,Perennial
Rosa_rubiginosa_L._(=Rosa_eglanteria_L.),Rosaceae,Angiosperm,Dicot,Shrub,NE,Perennial
Rosa_sericea_Wall._ex_Lindl._(=Rosa_sericea_Lindl.),Rosaceae,Angiosperm,Dicot,Shrub,NE,Perennial
Rosa_spinosissima_L._var._spinosissima_(=Rosa_tuschetica_Boiss.),Rosaceae,Angiosperm,Dicot,Shrub,NE,Perennial
Rosa_webbiana_Wall._ex_Royle,Rosaceae,Angiosperm,Dicot,Shrub,NE,Perennial
Rosularia_alpestris_(Kar._&_Kir.)_Boriss._var._alpestris_(=Sempervivella_mucronata_(Edgew.)_Berger),Crassulaceae,Angiosperm,Dicot,Herb,NE,Perennial
Rubia_cordifolia_L.,Rubiaceae,Angiosperm,Dicot,Herb,NE,Perennial
Rubia_tibetica_Hook._f.,Rubiaceae,Angiosperm,Dicot,Herb,NE,Perennial
Rubia_tinctorum_L.,Rubiaceae,Angiosperm,Dicot,Herb,NE,Perennial
Rubus_saxatilis_L.,Rosaceae,Angiosperm,Dicot,Herb,NE,Perennial
Rudbeckia_hirta_L.,Asteraceae,Angiosperm,Dicot,Herb,NE,Annual
Rudbeckia_laciniata_L.,Asteraceae,Angiosperm,Dicot,Herb,NE,Perennial
Rumex_acetosa_L.,Polygonaceae,Angiosperm,Dicot,Herb,NE,Perennial
Rumex_angulatus_Rech.f.,Polygonaceae,Angiosperm,Dicot,Herb,NE,Perennial
Rumex_conglomeratus_Murray,Polygonaceae,Angiosperm,Dicot,Herb,NE,Perennial
Rumex_dentatus_L.,Polygonaceae,Angiosperm,Dicot,Herb,NE,Perennial
Rumex_longifolius_DC.,Polygonaceae,Angiosperm,Dicot,Herb,NE,Perennial
Rumex_nepalensis_Spreng.,Polygonaceae,Angiosperm,Dicot,Herb,NE,Perennial
Rumex_patientia_L._subsp._tibeticus_(Rech.f.)_Rech.f.,Polygonaceae,Angiosperm,Dicot,Herb,NE,Perennial
Rumex_patientia_L.subsp._pamiricus_(Rech.f.)_Rech.f.,Polygonaceae,Angiosperm,Dicot,Herb,NE,Perennial
Sabulina_foliosa_(Royle_ex_Edgew._&_Hook.f.)_Dillenb._&_Kadereit_(=Arenaria_foliosa_Royle_ex_Edgem._&_Hook.f.),Caryophyllaceae,Angiosperm,Dicot,Herb,NE,Perennial
"Sabulina_kashmirica_(Edgew.)_Dillenb._&_Kadereit._(=Minuartia_kashmirica_(Edgew._&_Hook.f.)_Mattf.,_Minuartia_lineata_(Boiss.)_Bornm.)",Caryophyllaceae,Angiosperm,Dicot,Herb,NE,Perennial
Saccharum_filifolium_Nees_ex_Steud.,Poaceae,Angiosperm,Monocot,Herb,NE,Perennial
Saccharum_griffithii_Munro_ex_Boiss.,Poaceae,Angiosperm,Monocot,Herb,NE,Perennial
Saccharum_spontaneum_L.,Poaceae,Angiosperm,Monocot,Herb,LC,Perennial
Sageretia_thea_(Osbeck)_M.C.Johnst.,Rhamnaceae,Angiosperm,Dicot,Shrub,NE,Perennial
Sagina_saginoides_(L.)_H.Karst.,Caryophyllaceae,Angiosperm,Dicot,Herb,NE,Perennial
Salix_Ã—_fragilis_L.,Salicaceae,Angiosperm,Dicot,Tree,NE,Perennial
Salix_alba_L.,Salicaceae,Angiosperm,Dicot,Tree,LC,Perennial
Salix_alba_L._subsp._alba_L._(=Salix_alba_subsp.coerulea_(Sm.)_Rech._F._Oesterr.),Salicaceae,Angiosperm,Dicot,Tree,NE,Perennial
Salix_babylonica_L.,Salicaceae,Angiosperm,Dicot,Tree,NE,Perennial
Salix_blakii_Goerz,Salicaceae,Angiosperm,Dicot,Shrub,NE,Perennial
Salix_caesia_vill.,Salicaceae,Angiosperm,Dicot,Shrub,NE,Perennial
Salix_daphnoides_vill.,Salicaceae,Angiosperm,Dicot,Shrub,LC,Perennial
Salix_denticulata_Andersson_(=Salix_elegans_Wall.),Salicaceae,Angiosperm,Dicot,Shrub,NE,Perennial
Salix_eleagnos_Scop._(=Salix_angustifolia_Poir.),Salicaceae,Angiosperm,Dicot,Shrub,NE,Perennial
Salix_flabellaris_Andersson,Salicaceae,Angiosperm,Dicot,Shrub,NE,Perennial
Salix_hastata_L.,Salicaceae,Angiosperm,Dicot,Shrub,NE,Perennial
Salix_iliensis_Regel,Salicaceae,Angiosperm,Dicot,Shrub,NE,Perennial
Salix_karelinii_Turcz._ex_Stschegl.,Salicaceae,Angiosperm,Dicot,Shrub,NE,Perennial
Salix_pycnostachya_Andersson,Salicaceae,Angiosperm,Dicot,Shrub,NE,Perennial
Salix_rosmarinifolia_L._subsp._schugnanica_(Goerz)_A.K.Skvortsov_(=Salix_schugnanica_Goerz),Salicaceae,Angiosperm,Dicot,Shrub,NE,Perennial
Salix_sclerophylla_Andersson,Salicaceae,Angiosperm,Dicot,Shrub,NE,Perennial
Salix_sericocarpa_Andersson_(=Salix_oxycarpa_Anderss.),Salicaceae,Angiosperm,Dicot,Tree,NE,Perennial
Salix_tetrasperma_Roxb.,Salicaceae,Angiosperm,Dicot,Tree,NE,Perennial
Salix_turanica_Nasarow,Salicaceae,Angiosperm,Dicot,Shrub,NE,Perennial
Salix_viminalis_L.,Salicaceae,Angiosperm,Dicot,Tree,NE,Perennial
Salix_wilhelmsiana_M.Bieb.,Salicaceae,Angiosperm,Dicot,Shrub,NE,Perennial
Salsola_collina_Pall.,Amaranthaceae,Angiosperm,Dicot,Herb,NE,Annual
Salsola_jacquemontii_Moq.,Amaranthaceae,Angiosperm,Dicot,Herb,NE,Annual
Salsola_kali_L.,Amaranthaceae,Angiosperm,Dicot,Herb,NE,Annual
Salsola_tragus_L._(=Salsola_ruthenica_Iljin),Amaranthaceae,Angiosperm,Dicot,Herb,NE,Perennial
Salvia_abrotanoides_(Kar.)_Sytsma_(=Perovskia_abrotanoides_Kar.),Lamiaceae,Angiosperm,Dicot,Herb,NE,Perennial
Salvia_yangii_B.T.Drew_(Perovskia_atriplicifolia_Benth.),Lamiaceae,Angiosperm,Dicot,Herb,NE,Perennial
Sambucus_wightiana_Wall._ex_Wight_&_Arn.,viburnaceae,Angiosperm,Dicot,Herb,NE,Perennial
Saponaria_officinalis_L.,Caryophyllaceae,Angiosperm,Dicot,Herb,NE,Perennial
Saussurea_aster_Hemsl.,Asteraceae,Angiosperm,Dicot,Herb,NE,Perennial
Saussurea_atkinsonii_C.B.Clarke,Asteraceae,Angiosperm,Dicot,Herb,NE,Perennial
Saussurea_bracteata_Decne._(=Saussurea_nana_(Pamp.)_Pamp.),Asteraceae,Angiosperm,Dicot,Herb,NE,Perennial
Saussurea_caespitosa_(DC.)_Wall._ex_Sch._Bip.,Asteraceae,Angiosperm,Dicot,Herb,NE,Perennial
Saussurea_candolleana_Wall._ex_C.B.Clarke,Asteraceae,Angiosperm,Dicot,Herb,NE,Perennial
Saussurea_columnaris_Hand.-_Mazz.,Asteraceae,Angiosperm,Dicot,Herb,NE,Perennial
Saussurea_depsangensis_Pamp.,Asteraceae,Angiosperm,Dicot,Herb,NE,Perennial
Saussurea_elliptica_C.B.Clarke_ex_Hook._f._(=Saussurea_elliptica_C.B.Clarke),Asteraceae,Angiosperm,Dicot,Herb,NE,Perennial
Saussurea_falconeri_Hook.f.,Asteraceae,Angiosperm,Dicot,Herb,NE,Perennial
Saussurea_glacialis_Herder,Asteraceae,Angiosperm,Dicot,Herb,NE,Perennial
Saussurea_gnaphalodes_(Royle_ex_Royle)_Sch.Bip.,Asteraceae,Angiosperm,Dicot,Herb,NE,Perennial
Saussurea_gossipiphora_D.Don,Asteraceae,Angiosperm,Dicot,Herb,NE,Perennial
Saussurea_graminea_Dunn,Asteraceae,Angiosperm,Dicot,Herb,NE,Perennial
Saussurea_graminifolia_Wall.,Asteraceae,Angiosperm,Dicot,Herb,NE,Perennial
Saussurea_inversa_Raab-Straube,Asteraceae,Angiosperm,Dicot,Herb,NE,Perennial
Saussurea_leontodontoides_(DC.)_Sch.Bip.,Asteraceae,Angiosperm,Dicot,Herb,NE,Perennial
Saussurea_medusa_Maxim._(=Saussurea_dainellii_Pamp.),Asteraceae,Angiosperm,Dicot,Herb,NE,Perennial
Saussurea_quercifolia_W.W.Sm._(=Saussurea_hypsipeta_Diels),Asteraceae,Angiosperm,Dicot,Herb,NE,Perennial
Saussurea_roylei_C.B.Clarke,Asteraceae,Angiosperm,Dicot,Herb,NE,Perennial
Saussurea_schlagintweitii_Klatt_subsp._schlagintweitii_Klatt_(=Saussurea_glanduligera_Sch._Bip._ex_Hook.f.),Asteraceae,Angiosperm,Dicot,Herb,NE,Perennial
Saussurea_schultzii_Hook.f.,Asteraceae,Angiosperm,Dicot,Herb,NE,Perennial
Saussurea_simpsoniana_(Fielding_&_Gardner)_Lipsch._(=Saussurea_sacra_Edgew.),Asteraceae,Angiosperm,Dicot,Herb,NE,Perennial
Saussurea_stoliczkae_C.B.Clarke,Asteraceae,Angiosperm,Dicot,Herb,NE,Perennial
Saussurea_subulata_C.B.Clarke,Asteraceae,Angiosperm,Dicot,Herb,NE,Perennial
Saussurea_thomsonii_C.B.Clarke,Asteraceae,Angiosperm,Dicot,Herb,NE,Perennial
Saussurea_wernerioides_Sch._Bip._ex_Hook.f.,Asteraceae,Angiosperm,Dicot,Herb,NE,Perennial
Saxifraga_androsacea_L.,Saxifragaceae,Angiosperm,Dicot,Herb,NE,Perennial
Saxifraga_cernua_L.,Saxifragaceae,Angiosperm,Dicot,Herb,NE,Perennial
Saxifraga_ciliatopetala_(Engl._&_Irmsch.)_J.T.Pan,Saxifragaceae,Angiosperm,Dicot,Herb,NE,Perennial
Saxifraga_elliptica_Engl._&_Irmsch.,Saxifragaceae,Angiosperm,Dicot,Herb,NE,Perennial
Saxifraga_flagellaris_Willd.,Saxifragaceae,Angiosperm,Dicot,Herb,NE,Perennial
Saxifraga_hirculus_L._(=Saxifraga_hirculus_L._var._alpina_Engl._verh.),Saxifragaceae,Angiosperm,Dicot,Herb,LC,Perennial
Saxifraga_jacquemontiana_Decne.,Saxifragaceae,Angiosperm,Dicot,Herb,NE,Perennial
Saxifraga_lychnitis_Hook.f._&_Thomson,Saxifragaceae,Angiosperm,Dicot,Herb,NE,Perennial
Saxifraga_meeboldii_Engl._&_Irmsch.,Saxifragaceae,Angiosperm,Dicot,Herb,NE,Perennial
Saxifraga_microviridis_H.Hara,Saxifragaceae,Angiosperm,Dicot,Herb,NE,Perennial
Saxifraga_nanella_Engl._&_Irmsch.,Saxifragaceae,Angiosperm,Dicot,Herb,NE,Perennial
Saxifraga_oppositifolia_L.,Saxifragaceae,Angiosperm,Dicot,Herb,NE,Perennial
Saxifraga_pulvinaria_Harry_Sm.,Saxifragaceae,Angiosperm,Dicot,Herb,NE,Perennial
Saxifraga_sibirica_L.,Saxifragaceae,Angiosperm,Dicot,Herb,NE,Perennial
Saxifraga_sinomontana_J.T.Pan_&_Gornall,Saxifragaceae,Angiosperm,Dicot,Herb,NE,Perennial
Saxifraga_stella-_aurea_Hook.f._&_Thomson,Saxifragaceae,Angiosperm,Dicot,Herb,NE,Perennial
Saxifraga_stenophylla_Royle._(=Saxifraga_flagellaris_Willd._subsp._komarovii_HultÃ©n),Saxifragaceae,Angiosperm,Dicot,Herb,NE,Perennial
Saxifraga_tangutica_Engl.,Saxifragaceae,Angiosperm,Dicot,Herb,NE,Perennial
"Scapiarabis_saxicola_(Edgew.)_M.Koch,_R.Karl,_D.A.German_&_Al-Shehbaz_(=Arabis_saxicola_Edgew.)",Brassicaceae,Angiosperm,Dicot,Herb,NE,Perennial
Schismus_arabicus_Nees,Poaceae,Angiosperm,Monocot,Herb,NE,Annual
Schismus_barbatus_(L.)_Thell.,Poaceae,Angiosperm,Monocot,Herb,NE,Annual
Schoenoplectus_lacustris_(L.)_Palla,Cyperaceae,Angiosperm,Monocot,Herb,NE,Perennial
Schoenoplectus_tabernaemontani_(C.C.Gmel.)_Palla,Cyperaceae,Angiosperm,Monocot,Herb,NE,Perennial
Schoenoplectus_triqueter_(L.)_Palla,Cyperaceae,Angiosperm,Monocot,Herb,LC,Perennial
Schulzia_dissecta_(C.B.Clarke)_C.Norman,Apiaceae,Angiosperm,Dicot,Herb,NE,Perennial
Scorzonera_virgata_DC.,Asteraceae,Angiosperm,Dicot,Herb,NE,Perennial
Scrophularia_dentata_Royle_ex_Benth.,Scrophulariaceae,Angiosperm,Dicot,Herb,NE,Perennial
Scrophularia_koelzii_Pennell,Scrophulariaceae,Angiosperm,Dicot,Herb,NE,Perennial
Scrophularia_nudata_Pennell,Scrophulariaceae,Angiosperm,Dicot,Herb,NE,Perennial
Scutellaria_heydei_Hook.f.,Lamiaceae,Angiosperm,Dicot,Herb,NE,Perennial
Scutellaria_kingiana_Prain_(=Scutellaria_tibetica_vatke),Lamiaceae,Angiosperm,Dicot,Herb,NE,Perennial
Scutellaria_prostrata_Jacq._ex_Benth.,Lamiaceae,Angiosperm,Dicot,Herb,NE,Perennial
Secale_cereale_L.,Poaceae,Angiosperm,Monocot,Herb,NE,Perennial
Sedum_fischeri_Raym.-Hamet,Crassulaceae,Angiosperm,Dicot,Herb,NE,Annual
Sedum_oreades_(Decne.)_Raym.-_Hamet,Crassulaceae,Angiosperm,Dicot,Herb,NE,Perennial
Sedum_perpusillum_Hook.f._&_Thomson,Crassulaceae,Angiosperm,Dicot,Herb,NE,Perennial
Selinum_vaginatum_(Edgew.)_C.B.Clarke,Apiaceae,Angiosperm,Dicot,Herb,NE,Perennial
Semenovia_glabrior_(C.B.Clarke)_Pimenov_&_Kljuykov_(=Heracleum_thomsonii_C.B.Clarke_var._glabrius_C.B.Clarke),Apiaceae,Angiosperm,Dicot,Herb,NE,Perennial
Semenovia_lasiocarpa_(Boiss.)_Manden.,Apiaceae,Angiosperm,Dicot,Herb,NE,Perennial
Semenovia_malcolmii_(Hemsl._&_H.Pearson)_Pimenov_(=Peucedanum_malcolmii_Hemsl._&_Pearson),Apiaceae,Angiosperm,Dicot,Herb,NE,Perennial
Semenovia_thomsonii_(C.B.Clarke)_Manden_(=Heracleum_thomsonii_C.B.Clarke),Apiaceae,Angiosperm,Dicot,Herb,NE,Perennial
Sempervivum_tectorum_L._subsp._tectorum_L._(=Sempervivum_acuminatum_Jacquem._ex_Decne.),Crassulaceae,Angiosperm,Dicot,Herb,NE,Perennial
Senecio_coronopifolius_Burm.f.,Asteraceae,Angiosperm,Dicot,Herb,NE,Perennial
Senecio_dubitabilis_C.Jeffrey_&_Y.L.Chen_(=Senecio_dubius_Hook.f._&_Thomson),Asteraceae,Angiosperm,Dicot,Herb,NE,Annual
Senecio_krascheninnikovii_Schischk._var._krascheninnikovii_(=Senecio_pedunculatus_Edgew.),Asteraceae,Angiosperm,Dicot,Herb,NE,annual
"Senecio_kundaicus_C.E.C.Fisch._(=Senecio_ladakhensis_H.J.Chowdhery,_B.P.Uniyal_&_R.Mathur)",Asteraceae,Angiosperm,Dicot,Herb,NE,Perennial
Seseli_nudum_(Lindl.)_Pimenov_&_Kljuykov_(=Eriocycla_nuda_Lindl.),Apiaceae,Angiosperm,Dicot,Herb,NE,Perennial
Seseli_thomsonii_(C.B.Clarke)_Pimenov_&_Kljuykov_(=Eriocycla_thomsonii_(CL.)_Wollf.),Apiaceae,Angiosperm,Dicot,Herb,NE,Perennial
Setaria_italica_(L.)_P.Beauv.,Poaceae,Angiosperm,Monocot,Herb,NE,Perennial
Setaria_pumila_(Poir.)_Roem._&_Schult.,Poaceae,Angiosperm,Monocot,Herb,NE,Perennial
Setaria_viridis_(L.)_P.Beauv.,Poaceae,Angiosperm,Monocot,Herb,NE,Annual
Shangwua_jacea_(Klotzsch)_Yu_J.Wang_&_Raab-_Straube_(=Saussurea_jacea_(Klotzsch)_Clarke),Asteraceae,Angiosperm,Dicot,Herb,NE,Perennial
Shivparvatia_stracheyi_(Edgew.)_Pusalkar_&_D.K.Singh_(=Arenaria_stracheyi_Edgew.),Caryophyllaceae,Angiosperm,Dicot,Herb,NE,Perennial
Sibbaldia_cuneata_Schouw_ex_Kunze,Rosaceae,Angiosperm,Dicot,Herb,NE,Perennial
Sibbaldia_cuneifolia_(Bertol.)_Paule_&_SojÃ¡k_(=Potentilla_ambigua_Cambess.),Rosaceae,Angiosperm,Dicot,Herb,NE,Perennial
Sibbaldia_parviflora_Willd.,Rosaceae,Angiosperm,Dicot,Herb,NE,Perennial
Sibbaldianthe_adpressa_(Bunge)_Juz.,Rosaceae,Angiosperm,Dicot,Herb,NE,Perennial
"Sibbaldianthe_bifurca_(L.)_Kurtto_&_T.Erikss._(=Schistophyllidium_bifurcum_(L.)_Ikonn.,_Potentilla_bifurca_L.)",Rosaceae,Angiosperm,Dicot,Herb,NE,Perennial
Silene_amoena_L.,Caryophyllaceae,Angiosperm,Dicot,Herb,NE,Perennial
Silene_banksia_(Meerb.)_Mabb._(=Silene_bungei_Bocquet),Caryophyllaceae,Angiosperm,Dicot,Herb,NE,Perennial
Silene_caespitella_F.N.Williams,Caryophyllaceae,Angiosperm,Dicot,Herb,NE,Perennial
Silene_conoidea_L.,Caryophyllaceae,Angiosperm,Dicot,Herb,NE,Perennial
Silene_gonosperma_(Rupr.)_Bocquet,Caryophyllaceae,Angiosperm,Dicot,Herb,NE,Perennial
"Silene_himalayensis_(Rohrb.)_Majumdar_(=Silene_gonosperma_(Rupr.)_Bocquet_subsp._himalayensis_(Rohrb.)_Bocquet,_Lychnis_macrorhiza_Royle_ex_Bth.,_Lychnis_himalayensis_(Rohrb.)_Edgew.,_Silene_madens_Majumdar)",Caryophyllaceae,Angiosperm,Dicot,Herb,NE,Perennial
Silene_indica_Roxb._ex_Otth_var._indica_(=Lychnis_nutans_Benth.),Caryophyllaceae,Angiosperm,Dicot,Herb,NE,Perennial
Silene_melanantha_Franch._(=Silene_longipes_(Hand.-_Mazz.)_C.Y.Wu.),Caryophyllaceae,Angiosperm,Dicot,Herb,NE,Perennial
Silene_moorcroftiana_Wall._ex_Benth.,Caryophyllaceae,Angiosperm,Dicot,Herb,NE,Perennial
Silene_nepalensis_Majumdar,Caryophyllaceae,Angiosperm,Dicot,Herb,NE,Perennial
"Silene_songarica_(Fisch.,_C.A.Mey._&_AvÃ©-Lall.)_Bocquet_(=Lychnis_brachypetala_Horn.)",Caryophyllaceae,Angiosperm,Dicot,Herb,NE,Perennial
Silene_vallesia_L._subsp._graminea_(vis._ex_Rchb.)_Nyman_(=Silene_graminea_L.),Caryophyllaceae,Angiosperm,Dicot,Herb,NE,Perennial
Silene_vulgaris_(Moench)_Garcke,Caryophyllaceae,Angiosperm,Dicot,Herb,LC,Perennial
Silene_wahlbergella_Chowdhuri_(=Lychnis_apetala_L.),Caryophyllaceae,Angiosperm,Dicot,Herb,NE,Annual
Silene_yetii_Bocquet_(=Lychnis_glandulosa_Maxim.),Caryophyllaceae,Angiosperm,Dicot,Herb,NE,Perennial
Sinochasea_trigyna_Keng,Poaceae,Angiosperm,Monocot,Herb,NE,Perennial
Sisymbrium_altissimum_L.,Brassicaceae,Angiosperm,Dicot,Herb,NE,Annual
Sisymbrium_brassiciforme_C.A.Mey.,Brassicaceae,Angiosperm,Dicot,Herb,NE,Annual
Sisymbrium_loeselii_L.,Brassicaceae,Angiosperm,Dicot,Herb,NE,Annual
Sisymbrium_orientale_L._(=Sisymbrium_columnae_Jacq.),Brassicaceae,Angiosperm,Dicot,Herb,NE,Annual
Sium_latijugum_C.B.Clarke,Apiaceae,Angiosperm,Dicot,Herb,NE,Perennial
Sium_medium_Fisch._&_C.A.Mey.,Apiaceae,Angiosperm,Dicot,Herb,NE,Annual
Sium_sisarum_L.,Apiaceae,Angiosperm,Dicot,Herb,NE,Perennial
Solanum_lycopersicum_L.,Solanaceae,Angiosperm,Dicot,Herb,NE,Annual
Solanum_melongena_L.,Solanaceae,Angiosperm,Dicot,Herb,NE,Annual
Solanum_nigrum_L.,Solanaceae,Angiosperm,Dicot,Herb,NE,Annual
Solanum_tuberosum_L.,Solanaceae,Angiosperm,Dicot,Herb,NE,Annual
Solanum_villosum_Mill.,Solanaceae,Angiosperm,Dicot,Herb,NE,Annual
Solenanthus_circinnatus_Ledeb.,Boraginaceae,Angiosperm,Dicot,Herb,NE,Perennial
Solidago_canadensis_L.,Asteraceae,Angiosperm,Dicot,Herb,NE,Perennial
Solidago_virgaurea_L.,Asteraceae,Angiosperm,Dicot,Herb,NE,Annual
"Solms-laubachia_albiflora_(T.Anderson)_D.A.German_&_Al-Shehbaz_(=Ermania_albiflora_(T.Anderson)_O.E.Schulz.,_Cheiranthus_albiflorus_T.Anderson.,_Phaeonychium_albiflorum_(T.Anderson)_Jafri)",Brassicaceae,Angiosperm,Dicot,Herb,NE,Perennial
